length,replicate,trace_distance
4,205,0.043064246862
4,206,0.050409083003
4,207,0.025870162052
4,208,0.014067974157
4,209,0.034144099483
4,210,0.035906584749
4,211,0.026906676819
4,212,0.026365198597
4,213,0.056572400754
4,214,0.059167494360
4,215,0.056027734443
4,216,0.031751139985
4,217,0.020635719560
4,218,0.047468762500
4,219,0.010609077940
4,220,0.024828209775
4,221,0.035849718407
4,222,0.021276487751
4,223,0.040152670314
4,224,0.058804550148
4,225,0.007926302307
4,226,0.051815514792
4,227,0.034615929412
4,228,0.006963152517
4,229,0.048308748681
4,230,0.042343571869
4,231,0.006197841774
4,232,0.034479346923
4,233,0.052522304727
4,234,0.037478467926
4,235,0.007157965218
4,236,0.000089081147
4,237,0.041905559671
4,238,0.015503484596
4,239,0.016680354232
4,240,0.050503555779
4,241,0.038565020418
4,242,0.019790981068
4,243,0.046589871713
4,244,0.036918597827
4,245,0.027575859631
4,246,0.028688451400
4,247,0.087308636090
4,248,0.041666167937
4,249,0.028410222983
6,0,0.011111666990
6,1,0.025712198175
6,2,0.045758334229
6,3,0.022318158743
6,4,0.062021469899
6,5,0.039097089193
6,6,0.018400414137
6,7,0.051304769121
6,8,0.019794998363
6,9,0.029470029581
6,10,0.037816107143
6,11,0.045350423875
6,12,0.018630498951
6,13,0.049843780808
6,14,0.037502370389
